transaction_id,user_id,device_id,transaction_amount,currency,payment_mode,merchant_category,transaction_city,transaction_hour,new_device,location_change,failed_attempts_24h,transactions_last_1h,ip_risk_score,vpn_used,international_transaction,fraud_probability,risk_score,risk_level,decision,is_fraud
TXN508712,U100913,D200369,4219.43,INR,UPI,Gaming,Chennai,14,No,No,0,13,97.35,No,No,8.62,8.62,Low,APPROVE,0
TXN508713,U101128,D200300,3204.79,INR,UPI,Healthcare,Bengaluru,4,No,Yes,1,5,3.34,No,No,28.7,28.7,Low,APPROVE,0
TXN508714,U100772,D200716,10033.23,INR,UPI,Gaming,Mumbai,5,No,No,0,4,48.45,No,No,0.1,0.1,Low,APPROVE,0
TXN508715,U100640,D201946,287.97,INR,UPI,Food,Ahmedabad,10,No,No,0,6,52.69,No,No,1.43,1.43,Low,APPROVE,0
TXN508716,U100326,D200970,2297.68,INR,Credit Card,Food,Kolkata,19,No,Yes,0,3,49.53,No,No,13.56,13.56,Low,APPROVE,0
TXN508717,U100889,D201375,9086.3,INR,UPI,Travel,Nashik,13,No,No,0,12,51.4,No,No,16.46,16.46,Low,APPROVE,0
TXN508718,U101505,D200194,871.17,INR,Credit Card,Education,Nashik,1,No,No,0,11,80.44,No,No,32.49,32.49,Low,APPROVE,0
TXN508719,U100770,D201328,997.06,INR,Net Banking,Gaming,Kolkata,9,No,No,0,14,58.77,No,No,13.33,13.33,Low,APPROVE,0
TXN508720,U101827,D202297,2002.45,INR,UPI,Entertainment,Chennai,11,Yes,No,1,12,60.19,No,No,54.91,54.91,Medium,HOLD,1
TXN508721,U101954,D200257,1427.93,INR,UPI,Travel,Bengaluru,8,No,No,0,13,51.51,No,No,12.76,12.76,Low,APPROVE,0
TXN508722,U101970,D201979,1669.64,INR,Net Banking,Healthcare,Ahmedabad,8,No,Yes,0,3,4.67,No,No,13.85,13.85,Low,APPROVE,0
TXN508723,U100376,D201473,2963.47,INR,Credit Card,Grocery,Bengaluru,9,No,No,0,14,28.16,No,No,12.2,12.2,Low,APPROVE,0
TXN508724,U101675,D201894,1380.02,INR,UPI,Education,Pune,6,No,No,1,12,26.23,Yes,No,11.65,11.65,Low,APPROVE,0
TXN508725,U101038,D202106,1770.02,INR,UPI,Grocery,Pune,1,No,No,0,1,23.72,No,No,33.95,33.95,Low,APPROVE,0
TXN508726,U101923,D201595,1050.43,INR,Credit Card,Gaming,Delhi,22,No,No,0,10,24.48,No,No,16.56,16.56,Low,APPROVE,0
TXN508727,U100695,D201557,2039.27,INR,Credit Card,Grocery,Nashik,0,No,No,0,3,3.98,Yes,No,17.37,17.37,Low,APPROVE,0
TXN508728,U100480,D201880,3068.53,INR,Credit Card,Education,Pune,21,No,No,1,14,4.14,No,No,11.81,11.81,Low,APPROVE,0
TXN508729,U101039,D202989,2812.53,INR,Credit Card,Healthcare,Chennai,21,No,No,0,5,99.73,No,No,2.67,2.67,Low,APPROVE,0
TXN508730,U101756,D200786,1320.37,INR,Credit Card,Education,Bengaluru,20,Yes,No,0,4,59.42,No,No,38.61,38.61,Low,APPROVE,0
TXN508731,U101925,D202608,1137.5,INR,UPI,Gaming,Nashik,22,No,No,0,4,49.99,No,No,5.06,5.06,Low,APPROVE,0
TXN508732,U100574,D200528,1673.87,INR,Debit Card,Fuel,Chennai,18,Yes,No,2,11,22.18,No,No,32.29,32.29,Low,APPROVE,0
TXN508733,U101776,D200497,1616.29,INR,Debit Card,Fuel,Hyderabad,22,No,No,0,10,98.78,No,No,15.78,15.78,Low,APPROVE,0
TXN508734,U100484,D202686,768.94,INR,UPI,Grocery,Nagpur,21,No,No,3,10,10.99,No,No,23.85,23.85,Low,APPROVE,0
TXN508735,U101302,D202202,905.77,INR,Debit Card,Gaming,Nashik,18,No,No,1,7,80.36,No,No,3.57,3.57,Low,APPROVE,0
TXN508736,U101356,D201810,4274.66,INR,Debit Card,Fuel,Delhi,21,No,No,0,14,87.11,No,No,7.43,7.43,Low,APPROVE,0
TXN508737,U100939,D201513,211.57,INR,Debit Card,Fuel,Nagpur,0,No,Yes,1,13,59.3,No,No,41.45,41.45,Medium,HOLD,0
TXN508738,U100256,D202845,4584.29,INR,Debit Card,Fuel,Nashik,1,No,No,0,7,51.39,No,No,17.52,17.52,Low,APPROVE,0
TXN508739,U101208,D202125,3579.11,INR,Debit Card,Shopping,Nashik,3,No,No,0,11,49.63,No,No,26.93,26.93,Low,APPROVE,0
TXN508740,U101611,D200319,6306.4,INR,Debit Card,Travel,Chennai,15,Yes,No,0,13,84.26,No,No,28.64,28.64,Low,APPROVE,0
TXN508741,U100026,D202569,2280.49,INR,UPI,Gaming,Delhi,12,No,No,1,11,96.21,No,No,16.67,16.67,Low,APPROVE,0
TXN508742,U101048,D200613,8425.15,INR,Debit Card,Gaming,Nagpur,11,No,No,1,10,97.4,No,Yes,16.5,16.5,Low,APPROVE,0
TXN508743,U101877,D200629,6490.53,INR,Net Banking,Healthcare,Chennai,4,Yes,No,0,5,2.9,No,No,36.44,36.44,Low,APPROVE,0
TXN508744,U101085,D202716,30825.42,INR,Credit Card,Grocery,Nagpur,2,No,No,1,11,96.55,No,No,29.68,29.68,Low,APPROVE,0
TXN508745,U101681,D201445,27735.26,INR,Credit Card,Travel,Nagpur,19,No,No,0,13,81.63,No,No,12.63,12.63,Low,APPROVE,0
TXN508746,U100232,D200244,1076.33,INR,UPI,Utilities,Hyderabad,1,No,No,0,6,17.06,No,No,13.89,13.89,Low,APPROVE,0
TXN508747,U101487,D202638,71885.36,INR,UPI,Fuel,Nagpur,23,No,No,1,1,28.96,No,No,25.9,25.9,Low,APPROVE,0
TXN508748,U100348,D202719,12296.35,INR,UPI,Utilities,Nagpur,4,No,No,2,13,80.06,No,No,30.48,30.48,Low,APPROVE,0
TXN508749,U101309,D200869,1969.35,INR,Debit Card,Shopping,Nagpur,0,No,No,0,6,17.55,No,No,10.43,10.43,Low,APPROVE,0
TXN508750,U100413,D201459,656.3,INR,UPI,Travel,Nashik,13,No,No,0,11,36.64,No,No,9.29,9.29,Low,APPROVE,0
TXN508751,U101619,D202688,1497.91,INR,Net Banking,Food,Pune,14,No,No,1,1,29.66,No,No,0.1,0.1,Low,APPROVE,0
TXN508752,U101710,D200013,1648.52,INR,UPI,Fuel,Mumbai,3,No,No,1,10,18.71,No,No,24.03,24.03,Low,APPROVE,0
TXN508753,U100405,D202946,4507.48,INR,UPI,Travel,Kolkata,11,No,No,0,9,59.54,No,No,15.89,15.89,Low,APPROVE,0
TXN508754,U101404,D202333,965.3,INR,Credit Card,Grocery,Kolkata,9,No,Yes,0,6,37.69,No,No,13.82,13.82,Low,APPROVE,0
TXN508755,U101193,D200670,2396.97,INR,UPI,Food,Ahmedabad,17,No,No,0,8,4.2,No,No,16.9,16.9,Low,APPROVE,0
TXN508756,U101313,D200640,5185.91,INR,UPI,Food,Nashik,8,Yes,No,0,2,42.72,No,No,23.56,23.56,Low,APPROVE,0
TXN508757,U100958,D200685,901.96,INR,UPI,Fuel,Bengaluru,4,No,No,0,6,88.11,No,No,10.25,10.25,Low,APPROVE,0
TXN508758,U100515,D200931,2185.14,INR,UPI,Food,Kolkata,21,No,No,0,8,68.11,No,No,10.91,10.91,Low,APPROVE,0
TXN508759,U101009,D201709,1077.12,INR,UPI,Entertainment,Chennai,8,No,Yes,0,4,12.22,No,No,15.18,15.18,Low,APPROVE,0
TXN508760,U100286,D201974,16324.35,INR,Net Banking,Shopping,Ahmedabad,18,No,No,0,5,60.07,No,No,0.1,0.1,Low,APPROVE,0
TXN508761,U100306,D200931,1202.6,INR,Credit Card,Utilities,Mumbai,19,No,No,0,12,1.68,No,No,13.05,13.05,Low,APPROVE,0
TXN508762,U100561,D201011,3485.74,INR,UPI,Food,Chennai,16,No,No,0,5,2.42,No,No,0.1,0.1,Low,APPROVE,0
TXN508763,U100781,D201384,779.93,INR,Credit Card,Food,Chennai,14,No,No,0,10,12.56,No,No,22.5,22.5,Low,APPROVE,0
TXN508764,U101031,D200042,1046.2,INR,Debit Card,Utilities,Delhi,13,Yes,No,0,2,79.11,No,No,18.0,18.0,Low,APPROVE,0
TXN508765,U100356,D200910,1662.63,INR,Credit Card,Travel,Kolkata,23,Yes,No,0,7,23.48,No,No,12.57,12.57,Low,APPROVE,0
TXN508766,U100580,D201317,660.65,INR,Debit Card,Healthcare,Nashik,17,No,No,0,10,44.83,No,No,12.27,12.27,Low,APPROVE,0
TXN508767,U101927,D201368,2923.76,INR,UPI,Travel,Nashik,13,Yes,No,1,5,12.54,No,No,20.31,20.31,Low,APPROVE,0
TXN508768,U100138,D202859,508.79,INR,Credit Card,Fuel,Nagpur,19,No,Yes,1,1,77.02,No,No,11.02,11.02,Low,APPROVE,0
TXN508769,U101534,D201019,2651.64,INR,Net Banking,Fuel,Pune,2,No,No,0,3,89.99,No,No,14.66,14.66,Low,APPROVE,0
TXN508770,U101271,D202668,2684.52,INR,Wallet,Grocery,Bengaluru,20,No,No,0,11,87.92,No,No,15.66,15.66,Low,APPROVE,0
TXN508771,U101564,D200566,2911.01,INR,Credit Card,Grocery,Ahmedabad,1,No,No,0,9,24.27,No,No,26.64,26.64,Low,APPROVE,0
TXN508772,U101206,D201465,5883.18,INR,UPI,Food,Ahmedabad,19,No,No,0,10,24.83,No,No,11.7,11.7,Low,APPROVE,0
TXN508773,U101748,D200106,7244.13,INR,UPI,Fuel,Hyderabad,20,No,No,0,12,98.06,No,No,15.1,15.1,Low,APPROVE,0
TXN508774,U100422,D201336,1005.24,INR,UPI,Entertainment,Hyderabad,5,Yes,No,0,6,74.47,No,Yes,23.24,23.24,Low,APPROVE,0
TXN508775,U100396,D201207,3795.68,INR,UPI,Fuel,Hyderabad,23,No,No,0,12,4.01,No,No,14.26,14.26,Low,APPROVE,0
TXN508776,U100831,D202683,2524.21,INR,UPI,Travel,Pune,8,No,No,0,1,50.72,No,No,0.1,0.1,Low,APPROVE,0
TXN508777,U100304,D202465,6839.06,INR,UPI,Entertainment,Hyderabad,0,No,Yes,0,8,63.55,No,No,42.66,42.66,Medium,HOLD,0
TXN508778,U101042,D200048,1470.05,INR,UPI,Food,Mumbai,14,No,No,0,9,20.33,No,Yes,11.81,11.81,Low,APPROVE,0
TXN508779,U101406,D202367,408.92,INR,UPI,Gaming,Pune,0,Yes,Yes,0,14,28.05,No,No,60.25,60.25,Medium,HOLD,1
TXN508780,U101986,D200252,2011.25,INR,Net Banking,Gaming,Nagpur,2,No,Yes,0,6,97.13,No,No,29.64,29.64,Low,APPROVE,0
TXN508781,U100225,D202524,2389.23,INR,Wallet,Shopping,Kolkata,23,No,No,0,5,83.4,No,No,23.33,23.33,Low,APPROVE,0
TXN508782,U101253,D202877,8536.77,INR,Debit Card,Entertainment,Pune,15,No,No,0,6,2.16,No,No,5.92,5.92,Low,APPROVE,0
TXN508783,U100850,D201400,6173.83,INR,UPI,Travel,Chennai,14,No,Yes,0,5,58.1,No,No,15.81,15.81,Low,APPROVE,0
TXN508784,U101631,D202611,672.62,INR,Credit Card,Entertainment,Ahmedabad,14,No,No,0,12,41.47,No,No,10.34,10.34,Low,APPROVE,0
TXN508785,U100494,D201568,8401.39,INR,Wallet,Utilities,Hyderabad,4,No,No,0,2,55.5,No,No,11.09,11.09,Low,APPROVE,0
TXN508786,U101507,D201555,945.22,INR,UPI,Fuel,Ahmedabad,9,No,Yes,1,8,78.51,No,No,31.9,31.9,Low,APPROVE,0
TXN508787,U100626,D200740,1026.46,INR,UPI,Fuel,Mumbai,21,No,Yes,0,2,7.99,No,Yes,14.2,14.2,Low,APPROVE,0
TXN508788,U101382,D202234,2928.35,INR,UPI,Entertainment,Mumbai,10,No,No,0,4,73.89,No,No,4.32,4.32,Low,APPROVE,0
TXN508789,U101715,D200699,3048.52,INR,Credit Card,Shopping,Pune,7,No,No,0,12,76.67,No,No,12.38,12.38,Low,APPROVE,0
TXN508790,U101396,D200702,2141.92,INR,UPI,Food,Nagpur,14,No,No,0,7,62.39,No,No,2.49,2.49,Low,APPROVE,0
TXN508791,U101101,D202159,2158.07,INR,UPI,Food,Delhi,19,No,No,0,5,34.22,No,No,5.92,5.92,Low,APPROVE,0
TXN508792,U100326,D201207,641.11,INR,Net Banking,Travel,Chennai,11,No,No,1,12,46.85,No,No,10.98,10.98,Low,APPROVE,0
TXN508793,U101299,D200292,2244.59,INR,Debit Card,Grocery,Delhi,3,No,No,0,7,46.33,No,No,13.55,13.55,Low,APPROVE,0
TXN508794,U101375,D200955,8932.69,INR,UPI,Shopping,Pune,9,No,No,0,5,18.15,No,No,0.1,0.1,Low,APPROVE,0
TXN508795,U101901,D200873,2287.04,INR,Net Banking,Education,Nagpur,15,No,No,1,4,36.14,No,No,7.31,7.31,Low,APPROVE,0
TXN508796,U101205,D202408,16374.64,INR,Credit Card,Entertainment,Hyderabad,14,No,No,1,10,67.51,No,No,9.4,9.4,Low,APPROVE,0
TXN508797,U100504,D200501,2498.21,INR,UPI,Healthcare,Kolkata,4,Yes,No,1,9,13.25,No,No,39.91,39.91,Low,APPROVE,0
TXN508798,U100606,D201820,1033.66,INR,UPI,Fuel,Mumbai,21,No,No,1,14,67.71,No,No,17.09,17.09,Low,APPROVE,0
TXN508799,U101621,D200648,974.18,INR,Credit Card,Education,Mumbai,21,No,Yes,0,9,87.4,No,No,37.01,37.01,Low,APPROVE,0
TXN508800,U101412,D200085,7816.73,INR,UPI,Shopping,Kolkata,11,No,No,0,10,60.73,Yes,No,12.89,12.89,Low,APPROVE,0
TXN508801,U100606,D200295,3385.98,INR,Credit Card,Shopping,Bengaluru,10,Yes,No,0,7,58.46,No,No,18.98,18.98,Low,APPROVE,0
TXN508802,U101358,D201379,570.9,INR,UPI,Food,Mumbai,23,No,No,1,10,71.01,No,No,13.77,13.77,Low,APPROVE,0
TXN508803,U101003,D201483,2911.2,INR,Net Banking,Healthcare,Hyderabad,10,No,No,0,2,39.45,No,No,5.27,5.27,Low,APPROVE,0
TXN508804,U101469,D200278,4397.26,INR,UPI,Utilities,Hyderabad,12,No,No,0,1,94.96,No,No,6.91,6.91,Low,APPROVE,0
TXN508805,U100508,D200251,640.57,INR,Net Banking,Education,Ahmedabad,8,No,No,0,5,63.89,No,No,3.73,3.73,Low,APPROVE,0
TXN508806,U100656,D201031,1961.85,INR,Wallet,Travel,Hyderabad,15,Yes,Yes,0,3,95.37,No,No,29.96,29.96,Low,APPROVE,0
TXN508807,U101271,D200585,1022.16,INR,UPI,Shopping,Hyderabad,15,No,No,0,13,66.83,No,No,11.03,11.03,Low,APPROVE,0
TXN508808,U101716,D201343,1560.71,INR,UPI,Travel,Chennai,0,No,No,1,7,30.39,No,No,16.52,16.52,Low,APPROVE,0
TXN508809,U101316,D201174,878.92,INR,Credit Card,Shopping,Delhi,18,No,No,0,2,7.87,No,No,4.62,4.62,Low,APPROVE,0
TXN508810,U100530,D200604,325.83,INR,UPI,Grocery,Chennai,22,No,No,0,9,13.39,No,No,11.38,11.38,Low,APPROVE,0
TXN508811,U101161,D202423,580.17,INR,Credit Card,Education,Delhi,18,No,No,0,7,10.42,No,Yes,1.47,1.47,Low,APPROVE,0
TXN508812,U101579,D202655,7076.71,INR,Credit Card,Grocery,Pune,20,No,No,0,10,14.59,No,No,18.76,18.76,Low,APPROVE,0
TXN508813,U101761,D202487,1369.67,INR,UPI,Food,Chennai,3,No,No,1,3,39.58,No,No,12.53,12.53,Low,APPROVE,0
TXN508814,U101968,D202189,16726.04,INR,Net Banking,Food,Mumbai,4,No,No,0,9,86.04,No,No,27.19,27.19,Low,APPROVE,0
TXN508815,U101368,D200591,828.17,INR,Credit Card,Healthcare,Delhi,2,No,No,0,3,27.76,Yes,No,17.47,17.47,Low,APPROVE,0
TXN508816,U100036,D201775,3251.67,INR,UPI,Shopping,Nashik,18,Yes,No,0,14,64.04,No,No,26.57,26.57,Low,APPROVE,0
TXN508817,U100313,D202067,3200.78,INR,UPI,Fuel,Bengaluru,12,No,No,0,7,70.29,No,No,8.04,8.04,Low,APPROVE,0
TXN508818,U100219,D200011,2454.74,INR,Credit Card,Entertainment,Nagpur,12,No,No,0,12,71.17,No,No,17.15,17.15,Low,APPROVE,0
TXN508819,U100639,D201992,8454.7,INR,Credit Card,Education,Pune,23,No,No,1,13,98.98,Yes,No,14.07,14.07,Low,APPROVE,0
TXN508820,U101166,D202683,657.82,INR,Debit Card,Utilities,Kolkata,18,No,No,0,9,19.62,No,No,37.41,37.41,Low,APPROVE,0
TXN508821,U101427,D200121,7992.15,INR,Credit Card,Healthcare,Delhi,12,No,No,1,5,49.49,No,No,2.12,2.12,Low,APPROVE,0
TXN508822,U101718,D200424,1729.61,INR,Credit Card,Gaming,Pune,23,No,No,0,14,23.18,No,No,15.46,15.46,Low,APPROVE,0
TXN508823,U101932,D202276,3979.89,INR,Credit Card,Grocery,Nagpur,4,No,Yes,0,2,80.04,No,No,31.93,31.93,Low,APPROVE,0
TXN508824,U100403,D202644,2125.6,INR,UPI,Entertainment,Delhi,16,No,No,1,4,16.35,Yes,No,6.64,6.64,Low,APPROVE,0
TXN508825,U101578,D202980,11719.02,INR,Credit Card,Healthcare,Pune,17,Yes,No,1,3,33.37,No,No,38.36,38.36,Low,APPROVE,0
TXN508826,U100478,D200877,978.48,INR,UPI,Gaming,Nashik,11,No,Yes,0,1,90.13,No,No,21.74,21.74,Low,APPROVE,0
TXN508827,U100721,D200785,520.93,INR,UPI,Grocery,Pune,22,No,No,0,4,40.18,No,No,5.38,5.38,Low,APPROVE,0
TXN508828,U100936,D202076,5252.07,INR,Debit Card,Education,Nagpur,16,No,No,1,1,29.47,No,No,5.95,5.95,Low,APPROVE,0
TXN508829,U101583,D202182,2911.54,INR,UPI,Education,Nagpur,17,Yes,No,1,1,38.92,No,No,22.36,22.36,Low,APPROVE,0
TXN508830,U100823,D201575,3597.95,INR,Debit Card,Grocery,Chennai,0,No,No,0,12,43.58,No,No,21.56,21.56,Low,APPROVE,0
TXN508831,U100219,D200100,9323.71,INR,Debit Card,Grocery,Chennai,22,No,No,1,4,28.35,No,No,4.22,4.22,Low,APPROVE,0
TXN508832,U100366,D200375,3192.05,INR,UPI,Utilities,Pune,1,No,Yes,0,7,47.32,No,No,27.27,27.27,Low,APPROVE,0
TXN508833,U101219,D200645,1872.33,INR,Debit Card,Grocery,Nagpur,12,No,No,0,5,19.57,No,No,0.1,0.1,Low,APPROVE,0
TXN508834,U100983,D201864,2428.54,INR,Debit Card,Fuel,Bengaluru,9,No,No,0,8,98.81,No,No,11.46,11.46,Low,APPROVE,0
TXN508835,U100683,D202740,19650.77,INR,UPI,Utilities,Pune,2,No,No,0,7,52.15,No,No,8.83,8.83,Low,APPROVE,0
TXN508836,U101772,D202247,3530.27,INR,Wallet,Utilities,Pune,14,No,No,1,7,87.4,No,Yes,2.69,2.69,Low,APPROVE,0
TXN508837,U100968,D200720,5618.0,INR,UPI,Travel,Ahmedabad,22,Yes,Yes,0,13,31.99,Yes,No,46.5,46.5,Medium,HOLD,0
TXN508838,U101710,D201623,1081.3,INR,UPI,Grocery,Chennai,0,No,No,0,2,85.62,No,No,14.37,14.37,Low,APPROVE,0
TXN508839,U101969,D202023,6080.91,INR,UPI,Healthcare,Bengaluru,11,No,No,0,4,34.24,No,No,0.1,0.1,Low,APPROVE,0
TXN508840,U101055,D200470,1644.44,INR,Credit Card,Travel,Delhi,3,No,No,0,7,18.22,No,No,11.35,11.35,Low,APPROVE,0
TXN508841,U101018,D201952,401.72,INR,Debit Card,Fuel,Nagpur,22,No,Yes,2,3,54.27,No,No,18.07,18.07,Low,APPROVE,0
TXN508842,U101759,D201045,3123.99,INR,UPI,Food,Ahmedabad,1,No,No,0,3,93.56,No,No,15.88,15.88,Low,APPROVE,0
TXN508843,U101077,D202097,2850.67,INR,UPI,Healthcare,Nagpur,19,No,No,0,2,48.01,No,No,0.1,0.1,Low,APPROVE,0
TXN508844,U100422,D200725,3637.71,INR,Debit Card,Gaming,Kolkata,22,No,No,0,7,76.97,No,No,7.08,7.08,Low,APPROVE,0
TXN508845,U101721,D202113,1892.17,INR,Debit Card,Fuel,Mumbai,18,No,No,0,14,52.11,No,No,12.89,12.89,Low,APPROVE,0
TXN508846,U101003,D202014,7531.49,INR,Wallet,Grocery,Hyderabad,18,No,Yes,0,3,88.63,No,No,13.0,13.0,Low,APPROVE,0
TXN508847,U100233,D202349,3455.59,INR,Debit Card,Healthcare,Nagpur,19,Yes,No,1,2,28.37,No,No,27.37,27.37,Low,APPROVE,0
TXN508848,U100828,D200383,1764.05,INR,UPI,Grocery,Delhi,19,No,No,0,6,89.13,No,No,2.98,2.98,Low,APPROVE,0
TXN508849,U100742,D201774,7725.26,INR,Credit Card,Grocery,Mumbai,12,No,No,0,13,23.15,No,No,8.01,8.01,Low,APPROVE,0
TXN508850,U101133,D202585,3676.84,INR,Credit Card,Entertainment,Pune,23,No,No,1,6,70.01,No,No,3.26,3.26,Low,APPROVE,0
TXN508851,U100986,D200702,2915.84,INR,Credit Card,Fuel,Pune,21,No,No,1,3,44.28,No,No,3.37,3.37,Low,APPROVE,0
TXN508852,U100878,D202096,1509.93,INR,Credit Card,Entertainment,Bengaluru,21,Yes,Yes,0,14,73.64,No,No,43.94,43.94,Medium,HOLD,0
TXN508853,U101123,D200318,19959.56,INR,UPI,Food,Bengaluru,7,No,No,1,14,91.63,No,No,19.03,19.03,Low,APPROVE,0
TXN508854,U101735,D200020,883.17,INR,Credit Card,Shopping,Mumbai,10,Yes,No,0,7,2.55,No,No,18.43,18.43,Low,APPROVE,0
TXN508855,U101234,D202638,1720.77,INR,UPI,Travel,Ahmedabad,7,No,No,0,9,26.12,No,No,17.04,17.04,Low,APPROVE,0
TXN508856,U100732,D200591,1727.84,INR,UPI,Entertainment,Mumbai,23,No,Yes,0,11,79.42,No,No,23.53,23.53,Low,APPROVE,0
TXN508857,U101426,D200008,2059.21,INR,UPI,Food,Delhi,11,No,No,1,11,35.13,No,No,18.1,18.1,Low,APPROVE,0
TXN508858,U101860,D202196,4691.25,INR,UPI,Gaming,Ahmedabad,16,No,No,2,7,26.67,No,No,0.1,0.1,Low,APPROVE,0
TXN508859,U101173,D201460,3921.19,INR,UPI,Entertainment,Chennai,7,No,No,0,2,17.94,No,No,4.78,4.78,Low,APPROVE,0
TXN508860,U100674,D202546,4487.69,INR,UPI,Entertainment,Nagpur,20,Yes,No,1,13,70.1,No,No,29.23,29.23,Low,APPROVE,0
TXN508861,U101417,D201911,2278.85,INR,Credit Card,Travel,Nagpur,2,Yes,Yes,0,3,38.08,No,No,45.83,45.83,Medium,HOLD,0
TXN508862,U100654,D200296,8414.38,INR,Credit Card,Education,Pune,6,No,No,0,13,91.59,No,No,17.83,17.83,Low,APPROVE,0
TXN508863,U100257,D202565,1108.87,INR,UPI,Travel,Hyderabad,12,Yes,No,1,11,78.11,Yes,No,31.82,31.82,Low,APPROVE,0
TXN508864,U101268,D202816,1029.73,INR,UPI,Utilities,Chennai,17,No,No,1,14,51.05,No,No,17.05,17.05,Low,APPROVE,0
TXN508865,U101001,D202751,694.11,INR,UPI,Gaming,Hyderabad,9,No,No,1,2,20.67,No,No,6.19,6.19,Low,APPROVE,0
TXN508866,U101173,D202948,1574.81,INR,UPI,Education,Pune,5,No,No,0,14,6.27,No,No,15.65,15.65,Low,APPROVE,0
TXN508867,U100623,D201252,2777.12,INR,Credit Card,Utilities,Kolkata,3,No,No,0,8,24.61,No,No,25.45,25.45,Low,APPROVE,0
TXN508868,U100098,D201270,1387.09,INR,UPI,Utilities,Kolkata,12,Yes,No,0,6,93.76,No,No,15.44,15.44,Low,APPROVE,0
TXN508869,U101126,D200281,1476.92,INR,Credit Card,Fuel,Kolkata,14,No,No,0,5,95.28,No,No,1.07,1.07,Low,APPROVE,0
TXN508870,U101746,D202816,8017.7,INR,Net Banking,Grocery,Kolkata,16,No,No,0,10,97.46,No,No,7.67,7.67,Low,APPROVE,0
TXN508871,U100011,D200256,1213.89,INR,Wallet,Healthcare,Bengaluru,12,No,No,0,13,30.45,No,No,17.31,17.31,Low,APPROVE,0
TXN508872,U101916,D201116,1793.06,INR,Credit Card,Shopping,Kolkata,14,No,No,0,2,60.92,No,No,5.73,5.73,Low,APPROVE,0
TXN508873,U101249,D202261,3724.1,INR,Credit Card,Entertainment,Nashik,5,No,No,1,11,79.24,No,No,11.64,11.64,Low,APPROVE,0
TXN508874,U101981,D201829,433.81,INR,Credit Card,Shopping,Mumbai,18,Yes,No,1,12,20.67,No,No,32.15,32.15,Low,APPROVE,0
TXN508875,U100812,D200552,709.93,INR,Credit Card,Travel,Nagpur,11,No,No,0,14,34.83,No,No,29.29,29.29,Low,APPROVE,0
TXN508876,U101465,D202180,5549.09,INR,UPI,Healthcare,Nagpur,19,Yes,No,0,2,58.54,No,No,19.08,19.08,Low,APPROVE,0
TXN508877,U101171,D202964,359.58,INR,UPI,Travel,Delhi,19,Yes,No,1,11,2.68,No,No,25.55,25.55,Low,APPROVE,0
TXN508878,U100178,D201520,529.89,INR,Wallet,Entertainment,Chennai,23,No,No,2,6,57.73,No,No,0.1,0.1,Low,APPROVE,0
TXN508879,U101030,D202133,437.71,INR,Credit Card,Entertainment,Ahmedabad,6,No,No,0,5,6.58,No,Yes,1.89,1.89,Low,APPROVE,0
TXN508880,U100151,D202949,1728.5,INR,UPI,Shopping,Bengaluru,8,Yes,No,0,2,34.92,No,No,17.14,17.14,Low,APPROVE,0
TXN508881,U100834,D202924,653.59,INR,Credit Card,Shopping,Ahmedabad,10,No,No,0,1,80.63,No,No,3.26,3.26,Low,APPROVE,0
TXN508882,U100581,D202807,1025.88,INR,UPI,Utilities,Bengaluru,15,No,No,2,12,47.17,No,No,6.85,6.85,Low,APPROVE,0
TXN508883,U101376,D202919,8416.27,INR,Debit Card,Gaming,Kolkata,6,No,No,1,3,98.53,No,No,2.58,2.58,Low,APPROVE,0
TXN508884,U100564,D201570,2015.66,INR,Wallet,Travel,Delhi,13,Yes,No,0,9,76.01,No,No,32.98,32.98,Low,APPROVE,0
TXN508885,U101697,D202296,3147.51,INR,Debit Card,Grocery,Bengaluru,0,No,No,0,8,61.55,No,No,25.5,25.5,Low,APPROVE,0
TXN508886,U101440,D201866,3628.21,INR,Credit Card,Education,Hyderabad,19,No,No,0,10,25.45,No,No,8.59,8.59,Low,APPROVE,0
TXN508887,U101628,D201660,7625.46,INR,Net Banking,Healthcare,Bengaluru,16,No,No,0,6,9.58,No,No,27.58,27.58,Low,APPROVE,0
TXN508888,U101686,D202611,1506.05,INR,UPI,Education,Pune,5,No,No,2,4,93.47,No,No,2.71,2.71,Low,APPROVE,0
TXN508889,U101593,D202336,2300.61,INR,Debit Card,Entertainment,Mumbai,1,No,No,1,11,3.95,No,No,25.78,25.78,Low,APPROVE,0
TXN508890,U100195,D202456,1961.74,INR,Debit Card,Education,Hyderabad,8,No,No,2,11,68.39,No,No,13.87,13.87,Low,APPROVE,0
TXN508891,U100324,D202780,869.63,INR,UPI,Food,Bengaluru,15,No,No,0,8,39.32,No,Yes,14.04,14.04,Low,APPROVE,0
TXN508892,U100481,D200308,2113.48,INR,UPI,Fuel,Bengaluru,19,No,Yes,0,14,95.81,No,No,31.27,31.27,Low,APPROVE,0
TXN508893,U100207,D200060,3440.86,INR,Credit Card,Utilities,Nashik,10,No,No,0,2,41.2,No,No,0.6,0.6,Low,APPROVE,0
TXN508894,U100935,D202828,6206.19,INR,UPI,Travel,Chennai,19,No,No,0,7,53.97,No,No,0.1,0.1,Low,APPROVE,0
TXN508895,U101326,D202574,992.07,INR,Net Banking,Travel,Kolkata,5,No,No,1,14,72.01,No,No,19.58,19.58,Low,APPROVE,0
